id,salary
4,1.000000
6,1.000000
11,1.000000
15,0.000000
21,0.000000
22,1.000000
34,0.000000
38,0.000000
41,1.000000
42,1.000000
45,0.000000
55,0.000000
63,0.000000
67,1.000000
71,1.000000
78,1.000000
80,1.000000
87,1.000000
96,0.000000
98,1.000000
103,1.000000
106,1.000000
107,0.000000
112,1.000000
116,1.000000
118,0.000000
119,0.000000
126,0.000000
129,0.000000
134,1.000000
145,0.000000
147,1.000000
148,1.000000
150,1.000000
155,0.000000
162,1.000000
171,0.000000
175,1.000000
179,1.000000
180,0.000000
185,1.000000
187,0.000000
191,0.000000
194,0.000000
196,0.000000
197,0.000000
198,0.000000
201,1.000000
204,1.000000
205,1.000000
214,0.000000
215,1.000000
220,1.000000
227,1.000000
230,1.000000
232,0.000000
235,0.000000
238,0.000000
244,0.000000
247,0.000000
259,0.000000
260,0.000000
265,0.000000
268,1.000000
273,0.000000
278,1.000000
290,1.000000
294,1.000000
297,0.000000
309,1.000000
310,1.000000
311,0.000000
318,1.000000
320,0.000000
324,0.000000
326,0.000000
328,1.000000
331,1.000000
342,1.000000
345,0.000000
351,0.000000
353,0.000000
355,1.000000
357,0.000000
359,0.000000
371,1.000000
381,0.000000
411,0.000000
416,0.000000
423,0.000000
424,0.000000
427,0.000000
430,1.000000
445,1.000000
451,1.000000
462,1.000000
474,1.000000
479,0.000000
484,0.000000
497,1.000000
503,0.000000
505,1.000000
508,0.000000
511,0.000000
520,0.000000
531,0.000000
541,1.000000
547,1.000000
548,0.000000
556,1.000000
559,0.000000
566,1.000000
576,1.000000
577,1.000000
581,1.000000
582,0.000000
584,1.000000
593,0.000000
594,1.000000
596,0.000000
607,1.000000
608,1.000000
611,0.000000
614,1.000000
616,0.000000
618,1.000000
627,1.000000
628,1.000000
633,0.000000
635,1.000000
646,0.000000
648,0.000000
649,0.000000
653,1.000000
654,1.000000
656,1.000000
658,1.000000
662,0.000000
673,0.000000
679,0.000000
684,1.000000
687,0.000000
694,1.000000
698,1.000000
703,1.000000
706,0.000000
710,1.000000
711,0.000000
712,1.000000
715,1.000000
717,1.000000
720,0.000000
722,1.000000
725,0.000000
728,0.000000
740,0.000000
741,1.000000
746,1.000000
749,1.000000
750,0.000000
756,0.000000
762,0.000000
766,0.000000
774,0.000000
777,0.000000
778,0.000000
780,0.000000
783,1.000000
784,1.000000
798,0.000000
799,1.000000
809,1.000000
812,1.000000
815,1.000000
827,0.000000
829,0.000000
838,1.000000
841,1.000000
844,0.000000
853,1.000000
855,1.000000
860,0.000000
867,1.000000
872,1.000000
874,0.000000
878,1.000000
879,1.000000
881,0.000000
882,0.000000
886,1.000000
888,0.000000
897,1.000000
903,1.000000
905,1.000000
908,1.000000
910,0.000000
917,1.000000
919,0.000000
928,1.000000
935,1.000000
942,0.000000
945,1.000000
953,0.000000
955,0.000000
974,1.000000
978,0.000000
982,0.000000
983,0.000000
996,0.000000
1001,0.000000
1002,1.000000
1006,1.000000
1010,0.000000
1012,1.000000
1014,0.000000
1015,1.000000
1018,1.000000
1023,1.000000
1024,1.000000
1044,0.000000
1048,1.000000
1054,1.000000
1058,1.000000
1068,0.000000
1078,1.000000
1080,0.000000
1094,1.000000
1101,0.000000
1103,1.000000
1104,0.000000
1108,0.000000
1113,1.000000
1118,1.000000
1123,1.000000
1126,1.000000
1132,1.000000
1140,1.000000
1141,1.000000
1146,0.000000
1156,1.000000
1161,1.000000
1166,0.000000
1173,1.000000
1182,1.000000
1183,0.000000
1185,0.000000
1189,0.000000
1191,0.000000
1193,0.000000
1203,0.000000
1204,1.000000
1215,0.000000
1219,0.000000
1220,0.000000
1224,0.000000
1226,1.000000
1239,1.000000
1242,1.000000
1246,1.000000
1257,1.000000
1262,0.000000
1276,1.000000
1277,1.000000
1284,0.000000
1301,0.000000
1302,0.000000
1304,0.000000
1308,0.000000
1313,1.000000
1314,1.000000
1315,0.000000
1319,1.000000
1322,0.000000
1332,0.000000
1338,1.000000
1339,1.000000
1345,0.000000
1350,0.000000
1353,1.000000
1356,1.000000
1363,1.000000
1365,1.000000
1369,0.000000
1371,1.000000
1379,1.000000
1384,1.000000
1386,0.000000
1389,1.000000
1391,0.000000
1397,0.000000
1399,1.000000
1405,1.000000
1410,0.000000
1411,0.000000
1413,1.000000
1416,0.000000
1417,1.000000
1419,0.000000
1423,1.000000
1437,0.000000
1450,0.000000
1453,0.000000
1456,0.000000
1464,1.000000
1474,0.000000
1475,0.000000
1492,0.000000
1503,0.000000
1506,1.000000
1507,1.000000
1511,1.000000
1514,1.000000
1522,1.000000
1527,0.000000
1537,0.000000
1556,1.000000
1559,1.000000
1560,1.000000
1566,1.000000
1567,0.000000
1569,0.000000
1588,0.000000
1594,0.000000
1595,1.000000
1602,1.000000
1617,0.000000
1620,1.000000
1623,1.000000
1628,1.000000
1629,1.000000
1633,0.000000
1634,0.000000
1635,0.000000
1636,0.000000
1637,1.000000
1638,1.000000
1640,1.000000
1646,0.000000
1654,1.000000
1661,1.000000
1668,1.000000
1670,0.000000
1677,1.000000
1680,0.000000
1690,0.000000
1696,0.000000
1697,0.000000
1700,1.000000
1702,0.000000
1708,1.000000
1709,1.000000
1711,0.000000
1715,0.000000
1720,1.000000
1721,1.000000
1722,1.000000
1723,1.000000
1728,1.000000
1731,0.000000
1734,0.000000
1738,0.000000
1744,1.000000
1750,1.000000
1752,1.000000
1753,1.000000
1755,1.000000
1758,1.000000
1761,1.000000
1768,0.000000
1770,1.000000
1795,0.000000
1801,1.000000
1803,0.000000
1804,0.000000
1808,1.000000
1810,0.000000
1815,0.000000
1827,0.000000
1832,1.000000
1846,1.000000
1848,1.000000
1849,0.000000
1853,1.000000
1855,1.000000
1856,0.000000
1868,1.000000
1869,0.000000
1870,0.000000
1884,1.000000
1886,0.000000
1889,1.000000
1891,0.000000
1896,1.000000
1904,1.000000
1913,0.000000
1918,0.000000
1921,1.000000
1929,1.000000
1934,0.000000
1945,1.000000
1951,1.000000
1959,0.000000
1963,1.000000
1964,1.000000
1966,0.000000
1970,0.000000
1981,0.000000
1989,0.000000
1993,0.000000
1997,0.000000
1998,1.000000
2006,0.000000
2009,1.000000
2010,0.000000
2020,0.000000
2024,1.000000
2041,0.000000
2043,1.000000
2046,0.000000
2047,1.000000
2049,0.000000
2051,1.000000
2056,1.000000
2057,0.000000
2059,0.000000
2063,0.000000
2072,0.000000
2078,0.000000
2083,0.000000
2092,1.000000
2093,0.000000
2094,0.000000
2101,0.000000
2103,1.000000
2105,1.000000
2116,0.000000
2121,1.000000
2125,1.000000
2127,0.000000
2128,0.000000
2137,0.000000
2138,1.000000
2145,0.000000
2146,0.000000
2150,1.000000
2151,1.000000
2164,1.000000
2166,0.000000
2175,0.000000
2182,1.000000
2189,0.000000
2194,1.000000
2213,1.000000
2217,0.000000
2218,1.000000
2221,1.000000
2235,0.000000
2247,0.000000
2263,1.000000
2268,1.000000
2270,1.000000
2278,1.000000
2280,1.000000
2281,0.000000
2284,0.000000
2287,0.000000
2290,1.000000
2307,1.000000
2309,1.000000
2310,1.000000
2314,1.000000
2316,1.000000
2317,0.000000
2340,0.000000
2347,0.000000
2353,1.000000
2354,1.000000
2356,0.000000
2380,0.000000
2383,0.000000
2393,1.000000
2394,0.000000
2404,1.000000
2418,0.000000
2419,0.000000
2420,0.000000
2424,0.000000
2426,0.000000
2428,1.000000
2430,1.000000
2433,0.000000
2437,0.000000
2441,1.000000
2442,1.000000
2445,1.000000
2449,1.000000
2455,0.000000
2459,0.000000
2460,0.000000
2464,1.000000
2470,1.000000
2471,1.000000
2474,1.000000
2483,1.000000
2488,0.000000
2490,1.000000
2499,0.000000
2500,0.000000
2515,1.000000
2520,0.000000
2524,1.000000
2527,0.000000
2539,1.000000
2542,1.000000
2546,1.000000
2556,1.000000
2559,1.000000
2563,1.000000
2574,1.000000
2584,0.000000
2591,1.000000
2600,1.000000
2602,0.000000
2613,0.000000
2614,1.000000
2620,0.000000
2628,0.000000
2629,1.000000
2637,0.000000
2643,0.000000
2645,0.000000
2646,1.000000
2654,1.000000
2655,0.000000
2662,1.000000
2663,1.000000
2664,1.000000
2678,0.000000
2681,1.000000
2683,0.000000
2690,1.000000
2698,1.000000
2701,1.000000
2704,0.000000
2720,1.000000
2721,1.000000
2736,1.000000
2737,0.000000
2738,1.000000
2740,1.000000
2742,0.000000
2746,0.000000
2754,0.000000
2756,0.000000
2759,0.000000
2780,1.000000
2787,0.000000
2795,1.000000
2796,1.000000
2802,1.000000
2809,1.000000
2811,0.000000
2813,0.000000
2814,0.000000
2819,1.000000
2820,0.000000
2826,1.000000
2829,0.000000
2832,0.000000
2833,1.000000
2834,0.000000
2841,1.000000
2846,1.000000
2848,1.000000
2850,0.000000
2852,1.000000
2855,0.000000
2859,0.000000
2861,1.000000
2864,1.000000
2867,0.000000
2870,1.000000
2881,1.000000
2883,1.000000
2889,0.000000
2894,1.000000
2903,1.000000
2911,0.000000
2913,1.000000
2919,0.000000
2920,1.000000
2927,0.000000
2928,0.000000
2929,1.000000
2930,0.000000
2931,1.000000
2938,0.000000
2945,1.000000
2946,0.000000
2948,0.000000
2956,0.000000
2958,0.000000
2959,0.000000
2960,0.000000
2965,1.000000
2971,1.000000
2973,1.000000
2977,0.000000
2979,1.000000
2981,1.000000
2982,1.000000
2987,1.000000
2990,1.000000
2998,1.000000
3000,0.000000
3005,0.000000
3012,0.000000
3014,1.000000
3018,1.000000
3023,0.000000
3027,1.000000
3030,1.000000
3039,0.000000
3040,1.000000
3051,0.000000
3052,1.000000
3053,0.000000
3057,0.000000
3058,1.000000
3061,1.000000
3067,1.000000
3076,1.000000
3077,1.000000
3083,1.000000
3085,1.000000
3088,1.000000
3092,0.000000
3093,1.000000
3098,0.000000
3104,1.000000
3107,0.000000
3109,1.000000
3113,0.000000
3120,0.000000
3121,1.000000
3126,0.000000
3131,0.000000
3135,1.000000
3143,1.000000
3144,1.000000
3148,1.000000
3152,1.000000
3153,0.000000
3154,1.000000
3159,0.000000
3163,1.000000
3167,0.000000
3168,1.000000
3171,0.000000
3172,0.000000
3175,1.000000
3180,0.000000
3184,1.000000
3194,0.000000
3196,0.000000
3197,1.000000
3204,1.000000
3215,1.000000
3235,0.000000
3241,0.000000
3242,1.000000
3243,1.000000
3244,1.000000
3247,1.000000
3248,0.000000
3251,1.000000
3262,0.000000
3267,0.000000
3272,0.000000
3274,0.000000
3275,0.000000
3276,1.000000
3282,0.000000
3287,0.000000
3293,0.000000
3296,0.000000
3305,1.000000
3307,1.000000
3309,0.000000
3313,1.000000
3315,0.000000
3316,1.000000
3320,1.000000
3346,1.000000
3347,1.000000
3362,1.000000
3367,0.000000
3371,0.000000
3377,1.000000
3379,0.000000
3380,1.000000
3383,0.000000
3386,1.000000
3391,1.000000
3414,0.000000
3420,0.000000
3426,0.000000
3430,0.000000
3436,0.000000
3445,0.000000
3454,0.000000
3467,1.000000
3471,1.000000
3472,0.000000
3479,1.000000
3482,1.000000
3484,0.000000
3508,1.000000
3514,1.000000
3515,1.000000
3517,1.000000
3518,1.000000
3521,1.000000
3525,0.000000
3538,1.000000
3539,0.000000
3540,1.000000
3546,1.000000
3556,1.000000
3558,0.000000
3561,1.000000
3562,1.000000
3567,0.000000
3570,1.000000
3577,1.000000
3579,1.000000
3585,0.000000
3596,0.000000
3597,1.000000
3603,1.000000
3610,1.000000
3614,0.000000
3615,1.000000
3628,1.000000
3635,0.000000
3636,1.000000
3638,1.000000
3644,0.000000
3650,0.000000
3652,1.000000
3661,1.000000
3663,0.000000
3667,0.000000
3670,0.000000
3672,0.000000
3677,1.000000
3688,0.000000
3689,0.000000
3691,0.000000
3692,0.000000
3694,1.000000
3698,1.000000
3713,1.000000
3714,1.000000
3715,1.000000
3717,1.000000
3719,0.000000
3738,0.000000
3744,1.000000
3748,1.000000
3754,1.000000
3756,0.000000
3768,0.000000
3771,1.000000
3774,0.000000
3779,1.000000
3784,1.000000
